,date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
770,2/15/2015,Quarter3,sweing,Sunday,12,0.8,15.26,1120.0,1440,50,0.0,0,0,34.0,0.800806306
772,2/15/2015,Quarter3,sweing,Sunday,5,0.8,30.1,679.0,7140,0,0.0,0,0,59.5,0.722568627
774,2/15/2015,Quarter3,sweing,Sunday,7,0.7,30.1,881.0,7080,0,0.0,0,1,59.0,0.700632768
775,2/15/2015,Quarter3,sweing,Sunday,8,0.7,30.1,507.0,5880,40,2.0,10,1,59.0,0.700573099
776,2/15/2015,Quarter3,sweing,Sunday,6,0.75,18.79,814.0,4080,0,0.0,0,0,34.0,0.681598039
777,2/15/2015,Quarter3,sweing,Sunday,11,0.65,11.41,700.0,2640,23,0.0,0,2,53.0,0.650223718
780,2/15/2015,Quarter3,sweing,Sunday,4,0.75,30.1,919.0,7140,0,0.0,0,1,59.5,0.598627451
781,2/15/2015,Quarter3,sweing,Sunday,3,0.6,30.1,1361.0,6960,30,0.0,0,1,58.0,0.475718391
782,2/15/2015,Quarter3,sweing,Sunday,2,0.8,22.52,12.0,6900,0,0.0,0,0,57.5,0.432122899
784,2/15/2015,Quarter3,sweing,Sunday,9,0.5,18.79,1688.0,5280,0,0.0,0,1,54.0,0.283054487
785,2/16/2015,Quarter3,sweing,Monday,1,0.8,22.52,1422.0,6840,113,0.0,0,0,57.0,1.000230409
789,2/16/2015,Quarter3,sweing,Monday,3,0.65,30.1,1263.0,600,63,0.0,0,1,58.0,0.802243319
790,2/16/2015,Quarter3,sweing,Monday,5,0.8,30.1,461.0,0,0,0.0,0,0,59.0,0.800980392
791,2/16/2015,Quarter3,sweing,Monday,12,0.8,15.26,1079.0,3720,38,0.0,0,0,34.0,0.800312375
793,2/16/2015,Quarter3,sweing,Monday,6,0.75,18.79,895.0,3960,0,0.0,0,0,33.0,0.75065101
794,2/16/2015,Quarter3,sweing,Monday,4,0.75,30.1,912.0,7020,0,0.0,0,1,58.0,0.750356125
796,2/16/2015,Quarter3,sweing,Monday,7,0.7,30.1,784.0,600,30,0.0,0,1,59.0,0.700459889
798,2/16/2015,Quarter3,sweing,Monday,8,0.7,30.1,7.0,7080,27,2.0,10,2,59.0,0.621971751
799,2/16/2015,Quarter3,sweing,Monday,11,0.7,11.41,680.0,2160,30,0.0,0,2,54.0,0.565972222
800,2/16/2015,Quarter3,sweing,Monday,10,0.6,18.22,1131.0,5280,0,0.0,0,1,44.0,0.35542803
801,2/16/2015,Quarter3,sweing,Monday,9,0.6,18.79,2103.0,5400,0,0.0,0,1,54.0,0.329964879
803,2/17/2015,Quarter3,sweing,Tuesday,1,0.8,22.52,1445.0,6840,113,0.0,0,0,57.0,1.000230409
807,2/17/2015,Quarter3,sweing,Tuesday,12,0.8,15.26,1133.0,4080,38,0.0,0,0,34.0,0.800401961
809,2/17/2015,Quarter3,sweing,Tuesday,6,0.75,18.79,726.0,3360,0,0.0,0,0,33.0,0.750621354
810,2/17/2015,Quarter3,sweing,Tuesday,4,0.75,30.1,849.0,7020,45,0.0,0,1,58.0,0.750356125
812,2/17/2015,Quarter3,sweing,Tuesday,7,0.7,30.1,562.0,840,30,0.0,0,1,59.0,0.700888203
813,2/17/2015,Quarter3,sweing,Tuesday,11,0.7,11.41,1054.0,3420,30,0.0,0,2,56.0,0.700614035
814,2/17/2015,Quarter3,sweing,Tuesday,3,0.7,30.1,1422.0,6960,50,0.0,0,1,58.0,0.700603448
816,2/17/2015,Quarter3,sweing,Tuesday,5,0.8,30.1,680.0,7140,0,0.0,0,0,59.0,0.653431373
817,2/17/2015,Quarter3,sweing,Tuesday,9,0.65,18.79,2120.0,5520,0,0.0,0,1,51.0,0.650134
818,2/17/2015,Quarter3,sweing,Tuesday,8,0.6,29.4,179.0,0,23,5.0,30,2,58.0,0.600982906
821,2/17/2015,Quarter3,sweing,Tuesday,2,0.5,30.33,838.0,6720,0,0.0,0,1,56.0,0.361071429
822,2/17/2015,Quarter3,sweing,Tuesday,10,0.65,18.22,741.0,0,0,8.0,35,1,49.0,0.302117347
826,2/18/2015,Quarter3,sweing,Wednesday,11,0.7,11.41,685.0,3360,30,0.0,0,2,56.0,0.8211125
827,2/18/2015,Quarter3,sweing,Wednesday,4,0.8,30.1,864.0,480,50,0.0,0,1,58.0,0.800980392
828,2/18/2015,Quarter3,sweing,Wednesday,5,0.8,30.1,511.0,0,0,0.0,0,0,59.0,0.800980392
829,2/18/2015,Quarter3,sweing,Wednesday,12,0.8,15.26,1095.0,4080,63,0.0,0,0,34.0,0.800401961
830,2/18/2015,Quarter3,sweing,Wednesday,1,0.8,22.52,1374.0,3960,63,0.0,0,0,57.0,0.800279693
831,2/18/2015,Quarter3,sweing,Wednesday,6,0.75,18.79,759.0,3960,34,0.0,0,0,33.0,0.75065101
832,2/18/2015,Quarter3,sweing,Wednesday,7,0.75,30.1,553.0,2280,45,0.0,0,1,59.0,0.75053268
834,2/18/2015,Quarter3,sweing,Wednesday,3,0.7,30.1,1057.0,0,40,0.0,0,1,58.0,0.700603448
835,2/18/2015,Quarter3,sweing,Wednesday,9,0.7,18.79,1587.0,4560,30,0.0,0,1,51.0,0.70009573
840,2/18/2015,Quarter3,sweing,Wednesday,2,0.6,30.33,868.0,6840,0,0.0,0,1,57.0,0.328131579
841,2/18/2015,Quarter3,sweing,Wednesday,10,0.7,19.68,1119.0,5640,0,8.0,35,1,47.0,0.303574468
843,2/18/2015,Quarter3,sweing,Wednesday,8,0.65,29.4,962.0,4560,0,4.5,30,2,57.0,0.251399254
845,2/19/2015,Quarter3,sweing,Thursday,12,0.8,15.26,1126.0,1080,38,0.0,0,0,34.0,0.800711494
846,2/19/2015,Quarter3,sweing,Thursday,1,0.8,22.52,265.0,3840,63,0.0,0,0,57.0,0.800470513
847,2/19/2015,Quarter3,sweing,Thursday,4,0.8,30.1,859.0,7020,63,0.0,0,1,58.5,0.800094017
848,2/19/2015,Quarter3,sweing,Thursday,5,0.8,30.1,276.0,600,63,3.5,15,0,59.5,0.799982853
850,2/19/2015,Quarter3,sweing,Thursday,6,0.75,18.79,899.0,3960,56,0.0,0,0,33.0,0.75065101
853,2/19/2015,Quarter3,sweing,Thursday,3,0.7,30.1,247.0,6960,50,0.0,0,1,58.0,0.700603448
854,2/19/2015,Quarter3,sweing,Thursday,11,0.7,11.41,653.0,3480,30,0.0,0,2,58.0,0.700540441
855,2/19/2015,Quarter3,sweing,Thursday,8,0.7,29.4,1116.0,6240,0,0.0,0,2,57.0,0.7
858,2/19/2015,Quarter3,sweing,Thursday,9,0.7,18.79,1603.0,6120,30,0.0,0,1,51.0,0.638614379
860,2/19/2015,Quarter3,sweing,Thursday,7,0.75,30.1,444.0,0,0,5.0,20,1,59.0,0.611140537
862,2/19/2015,Quarter3,sweing,Thursday,2,0.65,30.33,841.0,6840,0,0.0,0,1,57.0,0.585315789
863,2/19/2015,Quarter3,sweing,Thursday,10,0.7,19.68,1410.0,5760,0,0.0,0,1,48.0,0.249416667
868,2/22/2015,Quarter4,sweing,Sunday,12,0.8,15.26,1103.0,4080,63,0.0,0,0,34.0,0.800401961
869,2/22/2015,Quarter4,sweing,Sunday,4,0.8,30.1,922.0,5820,63,0.0,0,1,59.0,0.80000295
872,2/22/2015,Quarter4,sweing,Sunday,6,0.75,18.79,1055.0,3960,45,0.0,0,0,33.0,0.75065101
874,2/22/2015,Quarter4,sweing,Sunday,8,0.7,29.4,1146.0,6840,40,0.0,0,2,57.0,0.700614035
875,2/22/2015,Quarter4,sweing,Sunday,2,0.7,30.33,746.0,6840,0,0.0,0,1,57.0,0.700605263
876,2/22/2015,Quarter4,sweing,Sunday,11,0.75,11.41,834.0,3480,0,0.0,0,2,58.0,0.672140805
877,2/22/2015,Quarter4,sweing,Sunday,9,0.7,18.79,1717.0,3240,30,0.0,0,1,57.0,0.627011183
878,2/22/2015,Quarter4,sweing,Sunday,3,0.7,30.1,1041.0,8160,33,0.0,0,2,58.0,0.626577778
879,2/22/2015,Quarter4,sweing,Sunday,10,0.7,21.25,1531.0,6000,0,0.0,0,1,50.0,0.456875
880,2/22/2015,Quarter4,sweing,Sunday,7,0.75,30.1,627.0,6960,0,3.5,20,1,58.0,0.393548851
882,2/22/2015,Quarter4,sweing,Sunday,5,0.8,30.1,450.0,5700,0,4.5,25,0,60.0,0.307501459
888,2/23/2015,Quarter4,sweing,Monday,12,0.8,15.26,1060.0,4080,63,0.0,0,0,34.0,0.800401961
889,2/23/2015,Quarter4,sweing,Monday,4,0.8,30.1,891.0,7140,38,0.0,0,1,59.0,0.800137255
890,2/23/2015,Quarter4,sweing,Monday,5,0.8,30.1,541.0,7140,38,0.0,0,0,59.0,0.800137255
891,2/23/2015,Quarter4,sweing,Monday,7,0.75,30.1,709.0,6960,45,0.0,0,1,58.0,0.750770115
892,2/23/2015,Quarter4,sweing,Monday,6,0.75,18.79,1100.0,3960,45,0.0,0,0,33.0,0.75065101
893,2/23/2015,Quarter4,sweing,Monday,11,0.75,11.41,826.0,2820,0,0.0,0,2,58.0,0.750293939
894,2/23/2015,Quarter4,sweing,Monday,2,0.7,30.33,577.0,2160,30,0.0,0,1,58.0,0.700623
895,2/23/2015,Quarter4,sweing,Monday,8,0.7,29.4,1094.0,6840,40,0.0,0,2,57.0,0.700614035
896,2/23/2015,Quarter4,sweing,Monday,3,0.7,29.4,1228.0,6960,30,0.0,0,2,58.0,0.700362069
897,2/23/2015,Quarter4,sweing,Monday,9,0.7,18.79,1641.0,6000,40,0.0,0,1,50.0,0.60128
898,2/23/2015,Quarter4,sweing,Monday,10,0.7,21.25,1583.0,6000,0,0.0,0,1,50.0,0.417916667
905,2/24/2015,Quarter4,sweing,Tuesday,12,0.8,15.26,1062.0,4080,50,0.0,0,0,34.0,0.800401961
906,2/24/2015,Quarter4,sweing,Tuesday,5,0.8,30.1,450.0,7140,50,0.0,0,0,60.0,0.800137255
907,2/24/2015,Quarter4,sweing,Tuesday,4,0.8,30.1,901.0,6480,50,0.0,0,1,59.0,0.800071839
909,2/24/2015,Quarter4,sweing,Tuesday,7,0.75,30.1,739.0,5640,45,0.0,0,1,59.0,0.750727326
910,2/24/2015,Quarter4,sweing,Tuesday,6,0.75,18.79,913.0,3360,45,0.0,0,0,33.0,0.75065101
911,2/24/2015,Quarter4,sweing,Tuesday,11,0.75,11.61,698.0,3360,34,0.0,0,2,57.0,0.750437269
912,2/24/2015,Quarter4,sweing,Tuesday,3,0.75,29.4,1172.0,5340,45,0.0,0,2,60.0,0.750176991
915,2/24/2015,Quarter4,sweing,Tuesday,2,0.7,30.33,408.0,1680,30,0.0,0,1,59.0,0.700623
916,2/24/2015,Quarter4,sweing,Tuesday,8,0.7,29.4,1079.0,4560,40,0.0,0,2,58.0,0.700518519
917,2/24/2015,Quarter4,sweing,Tuesday,9,0.7,18.79,1068.0,3000,30,0.0,0,1,52.0,0.700256795
919,2/24/2015,Quarter4,sweing,Tuesday,10,0.7,21.25,1834.0,6360,0,0.0,0,1,53.0,0.471108491
921,2/24/2015,Quarter4,sweing,Tuesday,1,0.6,22.53,708.0,5040,0,0.0,0,1,42.0,0.268214286
922,2/25/2015,Quarter4,sweing,Wednesday,9,0.75,18.79,1085.0,6240,56,0.0,0,1,52.0,0.970816667
927,2/25/2015,Quarter4,sweing,Wednesday,4,0.8,30.1,323.0,4080,50,0.0,0,1,59.0,0.800808642
928,2/25/2015,Quarter4,sweing,Wednesday,12,0.8,15.26,1053.0,4080,50,0.0,0,0,34.0,0.800401961
929,2/25/2015,Quarter4,sweing,Wednesday,7,0.8,30.1,786.0,7080,50,0.0,0,2,59.0,0.800115819
930,2/25/2015,Quarter4,sweing,Wednesday,6,0.75,18.79,1003.0,3960,45,0.0,0,1,33.0,0.75065101
931,2/25/2015,Quarter4,sweing,Wednesday,11,0.75,11.61,635.0,3360,45,0.0,0,0,57.0,0.750503571
932,2/25/2015,Quarter4,sweing,Wednesday,3,0.75,29.4,1283.0,6960,45,0.0,0,2,58.0,0.750206897
933,2/25/2015,Quarter4,sweing,Wednesday,8,0.7,29.4,847.0,6960,30,0.0,0,1,58.0,0.700362069
934,2/25/2015,Quarter4,sweing,Wednesday,2,0.7,30.33,361.0,3960,30,0.0,0,1,58.0,0.700069811
935,2/25/2015,Quarter4,sweing,Wednesday,10,0.7,21.82,1653.0,6240,0,0.0,0,2,52.0,0.700058333
938,2/25/2015,Quarter4,sweing,Wednesday,5,0.8,30.1,15.0,1200,49,0.0,0,1,59.0,0.598792339
939,2/25/2015,Quarter4,sweing,Wednesday,1,0.65,22.53,762.0,5040,0,0.0,0,1,42.0,0.581130952
945,2/26/2015,Quarter4,sweing,Thursday,7,0.8,30.1,694.0,4080,50,0.0,0,1,59.0,0.800808642
946,2/26/2015,Quarter4,sweing,Thursday,11,0.8,11.61,816.0,2820,50,0.0,0,2,57.0,0.800516667
947,2/26/2015,Quarter4,sweing,Thursday,12,0.8,15.26,1065.0,4080,63,0.0,0,0,34.0,0.800401961
949,2/26/2015,Quarter4,sweing,Thursday,6,0.75,18.79,912.0,3960,45,0.0,0,0,33.0,0.75065101
950,2/26/2015,Quarter4,sweing,Thursday,3,0.75,29.4,1244.0,6840,45,0.0,0,2,57.0,0.750473684
951,2/26/2015,Quarter4,sweing,Thursday,9,0.75,18.79,1020.0,5640,45,0.0,0,1,52.0,0.750371895
952,2/26/2015,Quarter4,sweing,Thursday,8,0.75,29.4,916.0,6960,56,0.0,0,2,58.0,0.750206897
953,2/26/2015,Quarter4,sweing,Thursday,10,0.7,21.82,1591.0,3240,0,0.0,0,1,52.0,0.700251773
954,2/26/2015,Quarter4,sweing,Thursday,2,0.7,30.33,398.0,6960,0,0.0,0,1,58.0,0.66237931
957,2/26/2015,Quarter4,sweing,Thursday,4,0.8,30.1,437.0,7080,32,0.0,0,2,59.0,0.495617514
958,2/26/2015,Quarter4,sweing,Thursday,5,0.35,27.48,413.0,6840,38,0.0,0,1,57.0,0.449964912
961,2/26/2015,Quarter4,sweing,Thursday,1,0.35,26.66,1164.0,6600,23,0.0,0,2,55.0,0.378895152
966,2/28/2015,Quarter4,sweing,Saturday,11,0.8,11.61,954.0,0,50,0.0,0,2,58.0,0.800779018
967,2/28/2015,Quarter4,sweing,Saturday,12,0.8,15.26,1194.0,1700,62,0.0,0,0,34.0,0.800260821
968,2/28/2015,Quarter4,sweing,Saturday,7,0.8,30.1,644.0,840,38,0.0,0,1,59.0,0.799982853
970,2/28/2015,Quarter4,sweing,Saturday,3,0.75,29.4,1144.0,4440,45,0.0,0,2,57.0,0.750716981
971,2/28/2015,Quarter4,sweing,Saturday,6,0.75,18.79,1012.0,3960,45,0.0,0,0,33.0,0.75065101
972,2/28/2015,Quarter4,sweing,Saturday,8,0.75,29.4,792.0,4560,56,0.0,0,2,58.0,0.750425926
973,2/28/2015,Quarter4,sweing,Saturday,9,0.75,18.79,841.0,6240,45,0.0,0,1,52.0,0.750395513
974,2/28/2015,Quarter4,sweing,Saturday,10,0.7,21.82,1448.0,6120,40,0.0,0,1,51.0,0.700236601
975,2/28/2015,Quarter4,sweing,Saturday,2,0.7,30.33,512.0,4560,0,0.0,0,1,58.0,0.700211111
978,2/28/2015,Quarter4,sweing,Saturday,5,0.5,27.48,609.0,6840,30,0.0,0,1,57.0,0.550403509
979,2/28/2015,Quarter4,sweing,Saturday,1,0.5,26.66,1448.0,6840,30,0.0,0,2,57.0,0.550349708
980,2/28/2015,Quarter4,sweing,Saturday,4,0.5,26.66,556.0,6960,23,0.0,0,2,58.0,0.500258046
987,3/1/2015,Quarter1,sweing,Sunday,12,0.8,15.26,1106.0,4080,63,0.0,0,0,34.0,0.800401961
988,3/1/2015,Quarter1,sweing,Sunday,8,0.75,29.4,622.0,6240,56,0.0,0,0,57.0,0.75075
989,3/1/2015,Quarter1,sweing,Sunday,6,0.75,18.79,1193.0,3960,45,0.0,0,0,33.0,0.75065101
990,3/1/2015,Quarter1,sweing,Sunday,3,0.75,29.4,1143.0,6840,45,0.0,0,0,57.0,0.750473684
991,3/1/2015,Quarter1,sweing,Sunday,9,0.75,18.79,895.0,6240,34,0.0,0,0,52.0,0.750395513
992,3/1/2015,Quarter1,sweing,Sunday,5,0.6,27.48,549.0,6720,38,0.0,0,0,56.0,0.707446429
993,3/1/2015,Quarter1,sweing,Sunday,10,0.7,21.82,1393.0,5640,30,0.0,0,0,52.0,0.700236601
994,3/1/2015,Quarter1,sweing,Sunday,1,0.6,26.66,1578.0,6840,38,0.0,0,0,57.0,0.700019883
995,3/1/2015,Quarter1,sweing,Sunday,2,0.7,30.33,254.0,1800,0,0.0,0,0,58.0,0.683550607
996,3/1/2015,Quarter1,sweing,Sunday,11,0.8,11.61,347.0,0,50,4.0,20,0,57.0,0.682433036
999,3/1/2015,Quarter1,sweing,Sunday,4,0.6,26.66,692.0,6840,23,0.0,0,0,57.0,0.600239766
1001,3/1/2015,Quarter1,sweing,Sunday,7,0.8,30.1,934.0,6960,0,3.5,15,0,58.0,0.579511494
1008,3/2/2015,Quarter1,sweing,Monday,1,0.65,26.66,1527.0,6840,65,0.0,0,0,57.0,0.800579532
1009,3/2/2015,Quarter1,sweing,Monday,12,0.8,15.26,1035.0,4080,63,0.0,0,0,34.0,0.800401961
1011,3/2/2015,Quarter1,sweing,Monday,11,0.8,11.61,632.0,0,50,0.0,0,0,57.0,0.800309211
1012,3/2/2015,Quarter1,sweing,Monday,3,0.8,29.4,1231.0,4680,50,0.0,0,0,57.0,0.800149813
1013,3/2/2015,Quarter1,sweing,Monday,7,0.8,30.1,616.0,7080,0,0.0,0,0,59.0,0.800115819
1015,3/2/2015,Quarter1,sweing,Monday,6,0.75,18.79,947.0,2880,34,0.0,0,0,33.0,0.750797009
1016,3/2/2015,Quarter1,sweing,Monday,8,0.75,29.4,551.0,6840,45,0.0,0,0,57.0,0.750473684
1017,3/2/2015,Quarter1,sweing,Monday,9,0.75,18.79,935.0,6240,45,0.0,0,0,52.0,0.750395513
1018,3/2/2015,Quarter1,sweing,Monday,4,0.65,26.66,832.0,6780,55,0.0,0,0,57.0,0.750254867
1019,3/2/2015,Quarter1,sweing,Monday,5,0.65,27.48,544.0,6720,34,0.0,0,0,56.0,0.700903571
1020,3/2/2015,Quarter1,sweing,Monday,10,0.7,21.82,1511.0,3600,30,0.0,0,0,51.0,0.70013604
1027,3/3/2015,Quarter1,sweing,Tuesday,11,0.8,11.41,601.0,0,50,0.0,0,0,56.0,0.800701754
1028,3/3/2015,Quarter1,sweing,Tuesday,1,0.7,26.66,1562.0,6960,60,0.0,0,0,58.0,0.800566092
1029,3/3/2015,Quarter1,sweing,Tuesday,12,0.8,15.26,983.0,4080,50,0.0,0,0,34.0,0.800401961
1030,3/3/2015,Quarter1,sweing,Tuesday,3,0.8,29.4,1156.0,6840,50,0.0,0,0,57.0,0.800333333
1031,3/3/2015,Quarter1,sweing,Tuesday,7,0.8,30.1,29.0,7080,50,0.0,0,0,59.0,0.800115819
1032,3/3/2015,Quarter1,sweing,Tuesday,4,0.7,26.66,950.0,6960,50,0.0,0,0,58.0,0.750770115
1033,3/3/2015,Quarter1,sweing,Tuesday,8,0.75,29.4,534.0,6840,56,0.0,0,0,57.0,0.750473684
1034,3/3/2015,Quarter1,sweing,Tuesday,9,0.75,18.79,1096.0,6240,34,0.0,0,0,52.0,0.750395513
1035,3/3/2015,Quarter1,sweing,Tuesday,6,0.75,20.2,402.0,3120,45,0.0,0,0,33.0,0.750212553
1037,3/3/2015,Quarter1,sweing,Tuesday,5,0.7,27.48,573.0,6840,30,0.0,0,0,57.0,0.700659649
1038,3/3/2015,Quarter1,sweing,Tuesday,10,0.7,21.82,1313.0,5040,30,0.0,0,0,51.0,0.699984417
1046,3/3/2015,Quarter1,sweing,Tuesday,2,0.4,15.28,157.0,5400,0,6.5,30,1,45.0,0.30277037
1053,3/4/2015,Quarter1,sweing,Wednesday,11,0.8,11.41,433.0,0,38,0.0,0,0,56.0,0.800701754
1054,3/4/2015,Quarter1,sweing,Wednesday,12,0.8,15.26,961.0,4080,50,0.0,0,0,34.0,0.800401961
1055,3/4/2015,Quarter1,sweing,Wednesday,3,0.8,29.4,1169.0,6840,63,0.0,0,0,57.0,0.800333333
1056,3/4/2015,Quarter1,sweing,Wednesday,7,0.8,30.1,874.0,3960,50,0.0,0,0,59.0,0.800055762
1057,3/4/2015,Quarter1,sweing,Wednesday,4,0.7,26.82,1028.0,6960,60,0.0,0,0,58.0,0.799975862
1058,3/4/2015,Quarter1,sweing,Wednesday,1,0.7,26.82,1772.0,6960,50,0.0,0,0,58.0,0.750651724
1059,3/4/2015,Quarter1,sweing,Wednesday,9,0.75,18.79,1206.0,6240,34,0.0,0,0,52.0,0.750395513
1060,3/4/2015,Quarter1,sweing,Wednesday,5,0.7,27.48,586.0,6960,40,0.0,0,0,58.0,0.700424138
1061,3/4/2015,Quarter1,sweing,Wednesday,10,0.7,21.82,1334.0,5760,30,0.0,0,0,53.0,0.700058333
1065,3/4/2015,Quarter1,sweing,Wednesday,8,0.8,29.4,30.0,6840,0,0.0,0,0,57.0,0.433263158
1066,3/4/2015,Quarter1,sweing,Wednesday,2,0.5,15.28,261.0,5520,0,0.0,0,1,46.0,0.404144928
1067,3/4/2015,Quarter1,sweing,Wednesday,6,0.75,18.79,52.0,3960,0,0.0,0,0,33.0,0.332146465
1075,3/5/2015,Quarter1,sweing,Thursday,11,0.8,11.41,455.0,3420,50,0.0,0,0,56.0,0.800701754
1076,3/5/2015,Quarter1,sweing,Thursday,3,0.8,29.4,797.0,1800,63,0.0,0,0,57.0,0.800534979
1077,3/5/2015,Quarter1,sweing,Thursday,12,0.8,15.26,959.0,4080,50,0.0,0,0,34.0,0.800401961
1078,3/5/2015,Quarter1,sweing,Thursday,1,0.7,26.82,1373.0,6960,50,0.0,0,0,58.0,0.750651724
1079,3/5/2015,Quarter1,sweing,Thursday,9,0.75,18.79,1228.0,6240,45,0.0,0,0,52.0,0.750395513
1080,3/5/2015,Quarter1,sweing,Thursday,4,0.7,26.82,1117.0,7080,50,0.0,0,0,59.0,0.750050847
1081,3/5/2015,Quarter1,sweing,Thursday,5,0.7,27.48,230.0,6960,40,0.0,0,0,58.0,0.700424138
1082,3/5/2015,Quarter1,sweing,Thursday,10,0.7,21.82,1390.0,6000,30,0.0,0,0,50.0,0.700422
1083,3/5/2015,Quarter1,sweing,Thursday,2,0.6,15.28,529.0,1320,0,0.0,0,1,46.0,0.600099145
1085,3/5/2015,Quarter1,sweing,Thursday,7,0.8,30.1,834.0,1200,0,4.0,40,0,59.0,0.366053523
1086,3/5/2015,Quarter1,sweing,Thursday,6,0.35,22.53,1450.0,2640,0,0.0,0,1,39.0,0.26369382
1088,3/7/2015,Quarter1,sweing,Saturday,12,0.8,15.26,986.0,4080,75,0.0,0,0,34.0,0.850520588
1089,3/7/2015,Quarter1,sweing,Saturday,1,0.7,26.82,1267.0,8160,70,0.0,0,0,58.0,0.850045
1092,3/7/2015,Quarter1,sweing,Saturday,4,0.7,26.82,1195.0,6960,60,0.0,0,0,58.0,0.800746552
1093,3/7/2015,Quarter1,sweing,Saturday,3,0.8,29.4,983.0,6840,63,0.0,0,1,57.0,0.800578947
1094,3/7/2015,Quarter1,sweing,Saturday,11,0.8,11.41,471.0,3420,50,0.0,0,0,58.0,0.800034503
1096,3/7/2015,Quarter1,sweing,Saturday,9,0.75,18.79,1226.0,3480,45,0.0,0,0,51.0,0.749987124
1097,3/7/2015,Quarter1,sweing,Saturday,10,0.7,21.82,1251.0,6000,30,0.0,0,0,50.0,0.700422
1101,3/7/2015,Quarter1,sweing,Saturday,2,0.65,16.1,626.0,4200,0,0.0,0,1,45.0,0.65024031
1104,3/7/2015,Quarter1,sweing,Saturday,6,0.5,23.41,1379.0,2280,0,0.0,0,1,39.0,0.500528095
1105,3/7/2015,Quarter1,sweing,Saturday,5,0.7,27.48,541.0,6960,24,0.0,0,1,58.0,0.408960345
1113,3/8/2015,Quarter2,sweing,Sunday,4,0.75,26.82,1082.0,6840,65,0.0,0,0,57.0,0.850084211
1114,3/8/2015,Quarter2,sweing,Sunday,1,0.75,26.82,1254.0,6960,65,0.0,0,0,58.0,0.85007069
1115,3/8/2015,Quarter2,sweing,Sunday,3,0.8,30.1,1278.0,3360,50,0.0,0,1,57.0,0.800511068
1116,3/8/2015,Quarter2,sweing,Sunday,12,0.8,15.26,1064.0,4080,63,0.0,0,0,34.0,0.800401961
1117,3/8/2015,Quarter2,sweing,Sunday,11,0.8,11.41,313.0,3420,50,0.0,0,0,58.0,0.800034503
1119,3/8/2015,Quarter2,sweing,Sunday,9,0.75,18.79,1239.0,5640,45,0.0,0,0,52.0,0.750371895
1120,3/8/2015,Quarter2,sweing,Sunday,10,0.7,21.82,1335.0,6000,30,0.0,0,0,50.0,0.700422
1121,3/8/2015,Quarter2,sweing,Sunday,2,0.7,16.1,928.0,4800,30,0.0,0,1,45.0,0.700106061
1122,3/8/2015,Quarter2,sweing,Sunday,6,0.6,23.41,1266.0,2520,23,0.0,0,1,38.0,0.601037091
1123,3/8/2015,Quarter2,sweing,Sunday,8,0.6,30.48,869.0,6720,0,0.0,0,1,56.0,0.600528571
1124,3/8/2015,Quarter2,sweing,Sunday,5,0.5,26.82,711.0,7080,23,0.0,0,1,59.0,0.500033898
1131,3/9/2015,Quarter2,sweing,Monday,4,0.75,26.82,1079.0,7020,65,0.0,0,0,58.0,0.850446154
1132,3/9/2015,Quarter2,sweing,Monday,1,0.75,26.82,1322.0,7140,65,0.0,0,0,59.0,0.850426891
1134,3/9/2015,Quarter2,sweing,Monday,3,0.8,30.1,964.0,5160,50,0.0,0,1,58.0,0.800842424
1135,3/9/2015,Quarter2,sweing,Monday,12,0.8,15.26,1132.0,4080,63,0.0,0,0,34.0,0.800401961
1136,3/9/2015,Quarter2,sweing,Monday,11,0.8,11.41,357.0,3420,50,0.0,0,0,58.0,0.800034503
1140,3/9/2015,Quarter2,sweing,Monday,9,0.75,18.79,1193.0,6240,45,0.0,0,0,52.0,0.750395513
1141,3/9/2015,Quarter2,sweing,Monday,2,0.7,16.1,817.0,5520,30,0.0,0,1,45.0,0.700516224
1142,3/9/2015,Quarter2,sweing,Monday,10,0.7,21.82,1576.0,6000,30,0.0,0,0,50.0,0.700422
1144,3/9/2015,Quarter2,sweing,Monday,6,0.65,23.41,1262.0,4560,35,0.0,0,1,38.0,0.650962281
1145,3/9/2015,Quarter2,sweing,Monday,8,0.65,30.48,953.0,6720,26,0.0,0,1,56.0,0.650421429
1146,3/9/2015,Quarter2,sweing,Monday,5,0.6,26.82,919.0,7080,23,0.0,0,1,59.0,0.600040678
1147,3/9/2015,Quarter2,sweing,Monday,7,0.5,30.48,1161.0,6600,0,0.0,0,1,55.0,0.500610909
1152,3/10/2015,Quarter2,sweing,Tuesday,1,0.75,26.82,1574.0,7080,75,0.0,0,0,59.0,0.900061017
1156,3/10/2015,Quarter2,sweing,Tuesday,4,0.75,26.82,1104.0,5880,65,0.0,0,0,59.0,0.850084211
1158,3/10/2015,Quarter2,sweing,Tuesday,12,0.8,15.26,1069.0,4080,63,0.0,0,0,34.0,0.800401961
1159,3/10/2015,Quarter2,sweing,Tuesday,3,0.8,30.1,756.0,6960,63,0.0,0,1,58.0,0.800071839
1160,3/10/2015,Quarter2,sweing,Tuesday,11,0.8,11.41,338.0,3420,50,0.0,0,0,58.0,0.800034503
1162,3/10/2015,Quarter2,sweing,Tuesday,10,0.75,21.82,1499.0,6000,34,0.0,0,0,50.0,0.750608
1163,3/10/2015,Quarter2,sweing,Tuesday,9,0.75,18.79,1247.0,6240,45,0.0,0,0,52.0,0.750395513
